University Name ,Page ,title,Privacy related content 
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Επιπλέον, η DoubleVerify Inc. και οι θυγατρικές της Outrigger Media, Inc. γνωστή και ως OpenSlate, Zentrick Inc. («DoubleVerify»), συμμορφώνεται με την Πλαίσιο Απορρήτου Δεδομένων (ΠΑΔ ΕΕ-ΗΠΑ), τη Βρετανική Επέκταση στο ΠΑΔ ΕΕ-ΗΠΑ και το Πλαίσιο Απορρήτου Δεδομένων Ελβετίας-ΗΠΑ (ΠΑΔ (Ελβετίας-ΗΠΑ) όπως καθορίζεται από το Υπουργείο Εμπορίου των ΗΠΑ. Η DoubleVerify έχει πιστοποιήσει στο Υπουργείο Εμπορίου των ΗΠΑ ότι συμμορφώνεται με την Αρχές του Πλαισίου Απορρήτου Δεδομένων ΕΕ-ΗΠΑ (Αρχές ΠΑΔ ΕΕ-ΗΠΑ) σχετικά με την επεξεργασία δεδομένων προσωπικού χαρακτήρα που λαμβάνονται από την Ευρωπαϊκή Ένωση με βάση το ΠΑΔ ΕΕ-ΗΠΑ και από το Ηνωμένο Βασίλειο (και το Γιβραλτάρ) σύμφωνα με την Επέκταση στο Η.Β. του ΠΑΔ ΕΕ-ΗΠΑ. Η DoubleVerify έχει πιστοποιήσει στο Υπουργείο Εμπορίου των ΗΠΑ ότι συμμορφώνεται με την Αρχές Πλαισίου Απορρήτου Δεδομένων Ελβετίας-ΗΠΑ (Αρχές ΠΑΔ Ελβετίας-ΗΠΑ) σχετικά με την επεξεργασία δεδομένων προσωπικού χαρακτήρα που λαμβάνονται από την Ελβετία βάσει του ΠΑΔ Ελβετίας-ΗΠΑ.  Εάν υπάρχει οποιαδήποτε αντίφαση μεταξύ των όρων της παρούσας πολιτικής ιδιωτικού απορρήτου και των Αρχών ΠΑΔ ΕΕ-ΗΠΑ ή/και των Αρχών ΠΑΔ Ελβετίας-ΗΠΑ, θα υπερισχύουν οι Αρχές.  Για να μάθετε περισσότερα σχετικά με το πρόγραμμα Πλαισίου Απορρήτου Δεδομένων (ΠΑΔ) και για να δείτε την πιστοποίησή μας, επισκεφθείτε το https://www.dataprivacyframework.gov/."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"בנוסף, DoubleVerify Inc.‎, וחברות הבת שלה Outrigger Media, Inc. d/b/a OpenSlate,‏ Zentrick Inc.‎ ‏(“DoubleVerify”), עומדות בדרישות של מסגרת פרטיות הנתונים של האיחוד האירופי‑ארה”ב (EU‑U.S. DPF), ההרחבה הבריטית ל-EU-U.S. DPF, ומסגרת פרטיות הנתונים של שווייץ-ארה”ב (Swiss-U.S. DPF) כפי שהיא נקבעה על ידי מחלקת המסחר של ארה”ב. DoubleVerify אישרה עבור מחלקת המסחר של ארה”ב כי היא מצייתת לעקרונות מסגרת פרטיות הנתונים של האיחוד האירופי‑ארה”ב (עקרונות EU-U.S. DPF) בנוגע לעיבוד נתונים אישיים שהתקבלו מהאיחוד האירופי על פי EU‑U.S. DPF ומבריטניה (וגיברלטר) על פי ההרחבה הבריטית ל‑EU‑U.S. DPF. DoubleVerify אישרה עבור מחלקת המסחר של ארה”ב כי היא מצייתת לעקרונות מסגרת פרטיות הנתונים של שווייץ‑ארה”ב (עקרונות Swiss‑U.S. DPF) בנוגע לעיבוד נתונים אישיים שהתקבלו משווייץ על פי Swiss-U.S. DPF. אם קיימת סתירה כלשהי בין התנאים במדיניות פרטיות זו לבין עקרונות EU-U.S. DPF ו/או עקרונות Swiss-U.S. DPF, העקרונות יגברו. כדי ללמוד עוד על תוכנית מסגרת פרטיות הנתונים (DPF), וכדי לראות את האישור שלנו, בקר באתר https://www.dataprivacyframework.gov/‎."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"साथ ही, DoubleVerify Inc., और इसकी सहायक कंपनियाँ Outrigger Media, Inc. d/b/a OpenSlate, Zentrick Inc. (“DoubleVerify”), अमेरिकी वाणिज्य विभाग (U.S. डिपार्टमेंट ऑफ़ कॉमर्स) द्वारा यथा वर्णित यूरोपीय संघ-अमेरिका डेटा निजता फ़्रेमवर्क (EU-U.S. DPF), EU-U.S. DPF का UK में विस्तार, और स्विस-अमेरिकी डेटा निजता फ़्रेमवर्क (स्विस-U.S. DPF) का अनुपालन करते हैं। DoubleVerify ने अमेरिकी वाणिज्य विभाग को प्रमाणित किया है कि वह EU-U.S. DPF पर विश्वास करते हुए यूरोपीय संघ से प्राप्त और EU-U.S. DPF के UK में विस्तार के तहत यूनाइटेड किंगडम (और जिब्राल्टर) से प्राप्त व्यक्तिगत डेटा के संसाधन के संबंध में यूरोपीय संघ-अमेरिका डेटा निजता फ़्रेमवर्क के सिद्धांतों (EU-U.S. DPF सिद्धांतों) का पालन करता है। DoubleVerify ने अमेरिकी वाणिज्य विभाग को प्रमाणित किया है कि वह स्विस-U.S. DPF पर विश्वास करते हुए स्विट्ज़रलैंड से प्राप्त व्यक्तिगत डेटा के संसाधन के संबंध में स्विस-अमेरिकी डेटा निजता फ़्रेमवर्क के सिद्धांतों (स्विस-U.S. DPF सिद्धांतों) का पालन करता है।  यदि इस निजता नीति में शामिल शब्दों और EU-U.S. DPF सिद्धांतों और/या स्विस-U.S. DPF सिद्धांतों के बीच कोई टकराव होता है तो सिद्धांत अभिभावी होंगे।  डेटा निजता फ़्रेमवर्क (डेटा प्राइवेसी फ़्रेमवर्क, DPF) कार्यक्रम के बारे में अधिक जानने के लिए, और हमारे प्रमाणन को देखने के लिए, कृपया https://www.dataprivacyframework.gov/. पर जाएँ।"
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Ezenkívül a DoubleVerify Inc. és leányvállalatai, az Outrigger Media, Inc. (amely OpenSlate néven végzi üzleti tevékenységét) és a Zentrick Inc. („DoubleVerify”) megfelelnek az EU-USA Adatvédelmi Keretrendszernek (EU-U.S. Data Privacy Framework, „EU-USA DPF”), az EU-USA DPF Egyesült Királyság Általi Kiterjesztésének (UK Extension to the EU-U.S. DPF) és a Svájc-USA Adatvédelmi Keretrendszernek (Swiss-U.S. Data Privacy Framework, „Svájc-USA DPF”) az Egyesült Államok Kereskedelmi Minisztériuma által meghatározottak szerint. A DoubleVerify tanúsította az Egyesült Államok Kereskedelmi Minisztériuma felé, hogy betartja az EU-USA Adatvédelmi Keretrendszer Alapelveit (EU-USA DPF Alapelvek) az Európai Unióból kapott személyes adatok kezelésére vonatkozóan az EU-USA DPF alapján, az Egyesült Királyságból (és Gibraltárból) kapott személyes adatok kezelésére vonatkozóan pedig az EU-USA DPF Egyesült Királyság Általi Kiterjesztése alapján. A DoubleVerify tanúsította az Egyesült Államok Kereskedelmi Minisztériuma felé, hogy betartja a Svájc-USA Adatvédelmi Keretrendszer Alapelveit (Svájc-USA DPF Alapelvek) a Svájcból kapott személyes adatok kezelésére vonatkozóan a Svájc-USA DPF alapján.  Ha ellentmondás merül fel a jelen adatvédelmi szabályzat feltételei és az EU-USA DPF Alapelvek és/vagy a Svájc-USA DPF Alapelvek között, az Alapelveket kell irányadónak tekinteni.  Ha többet szeretne megtudni az Adatvédelmi Keretrendszer (DPF) programról, és meg szeretné tekinteni tanúsítványunkat, kérjük, látogasson el a https://www.dataprivacyframework.gov/ oldalra."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Að auki fylgja DoubleVerify Inc. og dótturfélög þess Outrigger Media, Inc. d/b/a OpenSlate, Zentrick Inc. („DoubleVerify“), ramma ESB og Bandaríkjanna um gagnaleynd (EU-U.S. DPF), útvíkkun Bretlands á ramma ESB og Bandaríkjanna um gagnaleynd, og ramma Sviss og Bandaríkjanna um gagnaleynd (Swiss-U.S. DPF) eins og þeir eru settir fram af bandaríska viðskiptaráðuneytinu. DoubleVerify hefur staðfest við bandaríska viðskiptaráðuneytið að það fylgi meginreglum ramma ESB og Bandaríkjanna um gagnaleynd (EU-U.S. DPF Principles) hvað varðar vinnslu persónuupplýsinga sem eru mótteknar frá Evrópusambandinu á grundvelli ramma ESB og Bandaríkjanna um gagnaleynd og frá Bretlandi (og Gíbraltar) á grundvelli útvíkkunar Bretlands á ramma ESB og Bandaríkjanna um gagnaleynd. DoubleVerify hefur staðfest við bandaríska viðskiptaráðuneytið að það fylgi meginreglum ramma Sviss og Bandaríkjanna um gagnaleynd (Swiss-U.S. DPF Principles) hvað varðar vinnslu persónuupplýsinga sem eru mótteknar frá Sviss á grundvelli ramma Sviss og Bandaríkjanna um gagnaleynd.  Ef eitthvert misræmi er á milli skilmála þessarar persónuverndarstefnu og meginreglna ramma ESB og Bandaríkjanna um gagnaleynd og/eða the meginreglna ramma Sviss og Bandaríkjanna um gagnaleynd skulu meginreglurnar gilda.  Hægt er að fræðast nánar um áætlunina um gagnaleyndarramma (DPF) og skoða vottun okkar á https://www.dataprivacyframework.gov/."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,Informativa sulla privacy per le Soluzioni
Granite State College,Sub Link,Privacy Notice - DoubleVerify,Informativa sulla privacy dei siti web nonché l’Informativa sulla privacy per il marketing e i siti web
Granite State College,Sub Link,Privacy Notice - DoubleVerify,Informativa sulla privacy per gli strumenti di reportistica
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Consigliamo di leggere integralmente la presente Informativa sulla privacy per le Soluzioni per essere sicuri di essere pienamente informati. Tuttavia, per facilitare la ricerca e la lettura di parti specifiche di questa Informativa sulla privacy relativa alle Soluzioni, l’abbiamo suddivisa nelle seguenti sezioni:"
Granite State College,Sub Link,Privacy Notice - DoubleVerify,Aggiorneremo la presente Informativa sulla privacy per le Soluzioni?
Granite State College,Sub Link,Privacy Notice - DoubleVerify,Aggiorneremo la presente Informativa sulla privacy per le Soluzioni?
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Crediamo nella possibilità di garantire forti protezioni in termini di privacy a qualsiasi individuo del quale potremmo trattare le informazioni in qualsiasi veste, perché riteniamo che la privacy sia un diritto fondamentale e non dovrebbe dipendere da dove vive l’Utente. In ottemperanza a tale principio, trattiamo tutti i dati che si riferiscono o sono collegati a un individuo identificato o identificabile come “Informazioni personali”, indipendentemente dalla posizione di tale individuo. In relazione alle nostre Soluzioni, DoubleVerify limita tutte le informazioni che raccoglie alle informazioni che non consentono l’identificazione di una persona senza ulteriori informazioni. Per esempio DoubleVerify tratta l’indirizzo del protocollo internet (“IP”) dell’Utente, ovvero un numero assegnato automaticamente a un computer quando si utilizza Internet. DoubleVerify tratta tali informazioni come Informazioni personali, in conformità con le migliori prassi nonché le leggi applicabili, ma in nessun momento le abbina ad altri dati che le consentirebbero di identificare l’individuo a cui tali informazioni si riferiscono."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Fatta eccezione per l’Eliminazione delle frodi, compreso quanto richiesto per qualificare le impressioni secondo le pratiche standard del settore (ad esempio, le linee guida del Media Ratings Council), e la Verifica geografica, le altre Soluzioni di DoubleVerify (come la viewability, la brand safety e suitability) non richiedono in genere il trattamento di Informazioni personali. Tuttavia, ci sono casi, ad esempio, in cui potremmo fornire Soluzioni di questo tipo ai Clienti che gestiscono “walled garden”; questi Clienti, nel proprio ruolo di titolari del trattamento, potrebbero necessitare del trattamento, da parte di DoubleVerify, di Informazioni personali aggiuntive degli Utenti finali o di individui che creano account e contenuti all’interno degli ambienti dei Clienti. In una situazione di questo genere, sono i Clienti a determinare quali Informazioni personali verranno trattate nonché, a loro esclusiva discrezione, la base giuridica del trattamento delle stesse. Per ulteriori informazioni su queste prassi di privacy dei Clienti, le Informazioni personali trattate e la base giuridica applicabile al trattamento, l’Utente può consultare le pertinenti informative o dichiarazioni sulla privacy. Se l’Utente contatta DoubleVerify per chiedere informazioni su questi programmi, potremo fornirgli alcune informazioni di base sul lavoro che svolgiamo per questi Clienti, ma suggeriamo che l’Utente contatti direttamente il Cliente specifico o ne consulti la documentazione privacy che lo stesso mette a disposizione sulle sue proprietà."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,Salvare e comunicare le scelte sulla privacy (Scopo speciale 3)
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"In casi limitati, DoubleVerify potrebbe essere tenuta, da alcuni dei suoi Cliente che fungono da “walled garden”, a trattare Informazioni personali aggiuntive per abilitare le proprie Soluzioni. Tali Informazioni personali aggiuntive potrebbero riferirsi agli Utenti finali, a individui che creano account dentro tali “walled garden” o individui che creano contenuti pubblicati dentro tali ambienti chiamati “walled garden” (piattaforme “chiuse”). Qualora DoubleVerify sia tenuta, da uno dei suoi Clienti che funge da “walled garden”, a trattare Informazioni personali aggiuntive per abilitare alcune Soluzioni, DoubleVerify tratterà tali Informazioni personali esclusivamente per adempiere ai propri obblighi nei confronti di tale Cliente e in rigorosa conformità alle istruzioni di quest’ultimo, come richiesto per gestire, mantenere e, se del caso, migliorare le Soluzioni. Collaboriamo diligentemente con tali Clienti per garantire che le Informazioni personali trattate si limitino esclusivamente a quelle necessarie per perseguire tali finalità. In circostanze limitate la nostra interazione con “walled garden” (ecosistema chiuso) potrebbe comportare il ricevimento incidentale di Informazioni personali. DoubleVerify lavora diligentemente per monitorare tali casi al fine di garantire che tali Informazioni personali non vengano trattate oltre il ricevimento, salvo per eliminarle in modo sicuro dai nostri sistemi. Poiché in tali situazioni le categorie specifiche di Informazioni personali sono soggette all’integrazione personalizzata e alle decisioni del Cliente, e variano da Cliente a Cliente, se l’Utente ha altre domande, gli consigliamo di contattare direttamente il Cliente specifico o consultarne la documentazione privacy che lo stesso mette a disposizione sulle sue proprietà."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Qualora DoubleVerify sia tenuta, da uno dei suoi Clienti che funge da “walled garden”, a trattare Informazioni personali aggiuntive per abilitare alcune Soluzioni, DoubleVerify tratterà tali Informazioni personali esclusivamente per adempiere ai propri obblighi nei confronti di tale Cliente e in rigorosa conformità alle istruzioni di quest’ultimo, come richiesto per gestire, mantenere e, se del caso, migliorare le Soluzioni. Se l’Utente ha domande, gli suggeriamo di contattare direttamente il Cliente specifico o consultarne la documentazione privacy che lo stesso mette a disposizione sulle sue proprietà."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"DoubleVerify conserva tutte le Informazioni personali trattate attraverso le sue Soluzioni solo per il tempo necessario a perseguire le finalità descritte nella presente Informativa sulla privacy per le Soluzioni e comunque non oltre i quarantacinque (45) giorni. Alla scadenza di tale periodo, le Informazioni personali vengono eliminate in modo sicuro dai sistemi di DoubleVerify."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Ricordiamo all’Utente che le Informazioni personali che raccogliamo possono essere trasferite e conservate su server o database situati al di fuori dello stato, provincia, Paese o altra giurisdizione dell’Utente. Anche se le Informazioni personali dell’Utente possono essere trasmesse attraverso un data center temporaneo locale per garantire che le Soluzioni siano efficienti e reattive, DoubleVerify infine conserva tutte le Informazioni personali raccolte attraverso le Soluzioni negli Stati Uniti. Come azienda globale, abbiamo sedi negli Stati Uniti, nel Regno Unito, in Francia, Belgio, Finlandia, Germania, Israele, Canada, Messico, Brasile, Giappone, India, Singapore e Australia. Ai nostri dipendenti in queste sedi potrebbe essere richiesto di accedere alle Informazioni personali dell’Utente per supportare le nostre Soluzioni. Il livello di protezione dei dati stabilito in alcune di queste sedi, come gli Stati Uniti, può essere inferiore a quello stabilito nell’Unione europea o in altre giurisdizioni che hanno emanato severe leggi e normative sulla privacy."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Inoltre, DoubleVerify Inc. e le sue controllate Outrigger Media, Inc. operante come OpenSlate, Zentrick Inc. (“DoubleVerify”), sono conformi al Quadro normativo sulla privacy dei dati UE-USA (DPF EU-U.S.), all’Estensione del Regno Unito al DPF UE-USA e al Quadro normativo sulla privacy dei dati Svizzera-USA (DPF Svizzera-U.S.) come stabilito dal Dipartimento del Commercio degli Stati Uniti. DoubleVerify ha certificato al Dipartimento del Commercio degli Stati Uniti di aderire ai Principi del Quadro normativo sulla Privacy dei Dati UE-USA (Principi del DPF UE-USA) per quanto riguarda il trattamento dei dati personali ricevuti dall’Unione Europea in base al DPF UE-USA e dal Regno Unito (e Gibilterra) in base all’Estensione del Regno Unito al DPF UE-USA. DoubleVerify ha certificato al Dipartimento del Commercio degli Stati Uniti di aderire ai Principi del Quadro normativo sulla Privacy dei Dati Svizzera-USA (Principi del DPF Svizzera-USA) per quanto riguarda il trattamento dei dati personali ricevuti dalla Svizzera in base al DPF Svizzera-USA. In caso di conflitto tra i termini della presente Informativa sulla privacy e i Principi DPF UE-USA e/o i Principi DPF Svizzera-USA, prevarranno i Principi. Per ulteriori informazioni sul programma del Quadro normativo sulla privacy dei dati (Data Privacy Framework, DPF) e per visualizzare la nostra certificazione, visitare https://www.dataprivacyframework.gov/."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Alcune leggi e normative sulla privacy, come il CCPA, richiedono alle aziende di divulgare se vendono Informazioni personali. DoubleVerify non divulga le Informazioni personali in modo tale da costituire una “vendita” o una “condivisione” ai sensi delle leggi della California, Virginia e Nevada o leggi analoghe."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"DoubleVerify usa l’intelligenza artifciale (“IA”) in varie modalità e contesti all’interno dell’organizzazione. Sebbene DoubleVerify faccia uso di tecnologie IA, non adottiamo “decisioni automatizzate” come definito dalle leggi e dai regolamenti sulla privacy applicabili."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Nella misura applicabile e consentita dalle leggi e normative applicabili, la presente Informativa sulla privacy per le Soluzioni è disciplinata da e interpretata in conformità alle leggi interne dello stato del Delaware, e la giurisdizione e la sede per qualsiasi controversia saranno in Delaware."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,13. Aggiorneremo la presente Informativa sulla privacy per le Soluzioni?
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Possiamo aggiornare di tanto in tanto la presente Informativa sulla privacy per le Soluzioni per riflettere le modifiche alle nostre Soluzioni, pratiche, politiche o altre modifiche interne o esterne, nonché per rispettare i nuovi requisiti legali. Eventuali modifiche saranno pubblicate non appena saranno effettive. Se apportiamo aggiornamenti, aggiorneremo la “data di decorrenza” indicata nella parte superiore della presente Informativa sulla privacy per le Soluzioni per informare l’Utente della data della modifica. Per rimanere informati su tali aggiornamenti, invitiamo l’Utente a consultare regolarmente la presente Informativa sulla privacy per le Soluzioni. Si prega di notare che qualsiasi traduzione della presente Informativa sulla privacy per le Soluzioni è intesa esclusivamente a facilitare l’accesso dell’Utente a queste informazioni. La versione inglese è l’unica versione ufficiale della presente Informativa sulla privacy per le Soluzioni e qualsiasi inesattezza o discrepanza ravvisabile nella traduzione non è vincolante e non ha alcun effetto legale ai fini della conformità o dell’applicazione della legge."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"In caso di domande, dubbi o commenti sulla presente Informativa sulla privacy per le Soluzioni, o se l’Utente ritiene che le Informazioni personali siano state utilizzate in modo non coerente con la stessa o con le sue scelte, può contattare il nostro Team per la privacy all’indirizzo:"
Granite State College,Sub Link,Privacy Notice - DoubleVerify,Informazioni di contatto del Responsabile della privacy/Responsabile della protezione dei dati (Team per la Privacy)
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"さらに、DoubleVerify Inc.およびその子会社であるOutrigger Media, Inc.（OpenSlateという商号を使用して営業）、Zentrick Inc.（以下「DoubleVerify」という）は、米国商務省が定めるとおり、EU-米国データプライバシーフレームワーク（EU-米国DPF）、EU-米国DPFの英国拡張、およびスイス-米国データプライバシーフレームワーク（スイス-米国DPF）を遵守しています。DoubleVerifyは、EU-米国DPFに基づき欧州連合から、およびEU-米国DPFの英国拡張に基づき英国（およびジブラルタル）から受領した個人データの処理に関して、EU-米国データプライバシーフレームワーク原則（EU-米国DPF原則）を遵守していることを米国商務省に対し証明しています。DoubleVerifyは、スイス-米国DPFに基づきスイスから受領した個人データの処理に関して、スイス-米国データプライバシーフレームワーク原則（スイス-米国DPF原則）を遵守していることを米国商務省に対し証明しています。本プライバシーポリシーの条項とEU-米国DPF原則および／またはスイス-米国DPF原則との間に矛盾がある場合は、同原則が適用されるものとします。データプライバシーフレームワーク（DPF）プログラムの詳細、および当社の認証については、https://www.dataprivacyframework.gov/をご覧ください。"
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Turklāt DoubleVerify Inc. un tā meitasuzņēmumi Outrigger Media, Inc. d/b/a OpenSlate, Zentrick Inc. (“DoubleVerify”) atbilst ES-ASV datu privātuma regulējumam (EU-U.S. DPF), Apvienotās Karalistes EU-U.S. DPF papildinājumam un Šveices-ASV datu privātuma regulējumam (Swiss-U.S. DPF), kā to noteicis ASV Tirdzniecības departaments. DoubleVerify ir apliecinājis ASV Tirdzniecības departamentam, ka tas ievēro ES-ASV Datu privātuma regulējuma principus (EU-U.S. DPF principi) attiecībā uz tādu personas datu apstrādi, kas saņemti no Eiropas Savienības, pamatojoties uz EU-U.S. DPF, un attiecībā uz tādu datu apstrādi, kas saņemti no Apvienotās Karalistes (un Gibraltāra), pamatojoties uz Apvienotās Karalistes ES-ASV DPF papildinājumu. DoubleVerify ir apliecinājis ASV Tirdzniecības departamentam, ka tas ievēro Šveices-ASV datu privātuma regulējuma principus (Swiss-U.S. DPF principi) attiecībā uz tādu personas datu apstrādi, kas saņemti no Šveices, pamatojoties uz Šveices-ASV datu privātuma regulējumu.  Ja pastāv pretrunas starp šīs privātuma politikas noteikumiem un U.S. DPF principiem un/vai Šveices-ASV DPF regulējuma principiem, tad DPF principi ir noteicošie.  Lai uzzinātu vairāk par programmu Data privātuma regulējuma (DPF) programmu un skatītu mūsu sertifikātu, lūdzu, apmeklējiet vietni https://www.dataprivacyframework.gov/."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,Privacy Officer / Data Protection Officer (Privacy Team) Contact Information
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,California Consumer Privacy Act
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Be to, „DoubleVerify Inc.“ ir jos patronuojamosios bendrovės „Outrigger Media, Inc.“. „d/b/a OpenSlate“, Zentrick Inc.“ („DoubleVerify“), laikosi ES–JAV Duomenų privatumo sistemos (ES–JAV DPS), JK skirto ES–JAV DPS plėtinio ir Šveicarijos–JAV Duomenų privatumo sistemos (Šveicarijos–JAV DPS), kaip nustatyta JAV Prekybos ministerijos. „DoubleVerify“ patvirtino JAV Prekybos ministerijai, kad ji laikosi ES–JAV Duomenų privatumo sistemos principų (ES–JAV DPS principų) dėl iš Europos Sąjungos remiantis ES–JAV DPS ir iš Jungtinės Karalystės (ir Gibraltaro) pagal JK skirtą ES–JAV DPS plėtinį gaunamų asmens duomenų tvarkymo. „DoubleVerify“ patvirtino JAV Prekybos ministerijai, kad ji laikosi Šveicarijos–JAV Duomenų privatumo sistemos principų (Šveicarijos–JAV DPS principų) dėl iš Šveicarijos remiantis Šveicarijos–JAV DPS gaunamų asmens duomenų tvarkymo.  Kilus kokiai nors šio privatumo pareiškimo ir ES–JAV DPS principų ir (arba) Šveicarijos–JAV DPS principų prieštarai, pirmenybė teikiama Principams.  Norėdami daugiau sužinoti apie Duomenų privatumo sistemos (DPS) programą ir pamatyti mūsų sertifikatą, apsilankykite adresu https://www.dataprivacyframework.gov/."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"Barra minn hekk, DoubleVerify Inc., u s-sussidjarji tagħha Outrigger Media, Inc. d/b/a OpenSlate, Zentrick Inc. (“DoubleVerify”), jikkonformaw mal-Qafas tal-Privatezza tad-Dejta tal-UE-S.U. (EU-U.S. DPF), l-Estensjoni tar-Renju Unit għall-UE-U.S. DPF, u l-Isvizzera-U.S. Qafas tal-Privatezza tad-Dejta (DPF Svizzera-Istati Uniti) kif stabbilit mid-Dipartiment tal-Kummerċ tal-Istati Uniti. DoubleVerify iċċertifikat lid-Dipartiment tal-Kummerċ tal-Istati Uniti li taderixxi mal-Prinċipji tal-Qafas tal-Privatezza tad-Dejta tal-UE-SU (Prinċipji DPF UE-SU) fir-rigward tal-ipproċessar ta’ dejta personali riċevuta mill-Unjoni Ewropea b’dipendenza fuq l-UE-SU DPF u mir-Renju Unit (u Ġibiltà) taħt l-Estensjoni tar-Renju Unit għall-UE-S.U. DPF. DoubleVerify iċċertifikat lid-Dipartiment tal-Kummerċ tal-Istati Uniti li taderixxi mal-Prinċipji tal-Qafas tal-Privatezza tad-Dejta bejn l-IIżvizzera u l-Istati Uniti (Prinċipji DPF Svizzera-U.S.) fir-rigward tal-ipproċessar ta’ data personali riċevuta mill-Isvizzera skont il-Prinċipji Żvizzera-U.S. DPF.  Jekk ikun hemm xi kunflitt bejn it-termini f’din il-politika ta’ privatezza u l-Prinċipji tad-DPF bejn l-UE u l-Istati Uniti u/jew l-Isvizzera-U.S. Prinċipji DPF, il-Prinċipji għandhom jirregolaw.  Biex titgħallem aktar dwar il-programm tal-Qafas tal-Privatezza tad-Dejta (DPF), u biex tara ċ-ċertifikazzjoni tagħna, jekk jogħġbok żur https://www.dataprivacyframework.gov/."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Granite State College,Sub Link,Privacy Notice - DoubleVerify,"I tillegg overholder DoubleVerify Inc., og dets datterselskaper Outrigger Media, Inc. d/b/a OpenSlate, Zentrick Inc. («DoubleVerify») EU-USA. Rammeverk for personvern (EU-USA DPF), den britiske utvidelsen til EU-USA DPF og Sveits-USA Rammeverk for personvern (Sveits-USA DPF) som angitt av det amerikanske handelsdepartementet. DoubleVerify har sertifisert til det amerikanske handelsdepartementet at det overholder EU-USA. Rammeverkprinsipper for personvern (EU-USA DPF-prinsipper) med hensyn til behandling av personopplysninger mottatt fra EU ved å støtte seg på EU-USA. DPF og fra Storbritannia (og Gibraltar) under den britiske utvidelsen til EU-USA DPF. DoubleVerify har sertifisert til det amerikanske handelsdepartementet at det overholder Sveits-USA Rammeverksprinsipper for personvern (Sveits-USA DPF-prinsipper) med hensyn til behandling av personopplysninger mottatt fra Sveits ved å støtte seg på Sveits-USA. DPF.  Hvis det er noen konflikt mellom vilkårene i disse retningslinjene for personvern og EU-USA DPF-prinsipper og/eller Sveits-USA DPF-prinsipper, skal prinsippene styre.  For å lære mer om Rammeverk for personvern-programmet (DPF), og for å se vår sertifisering, gå til https://www.dataprivacyframework.gov/."
Granite State College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
