error,frequency (percentage)
URL can't contain control characters. '/shareArticle?mini=true&url=https://www.oxnardcollege.edu/departments/academic/degrees&title=Academics: Degrees' (found at least ' '),0.010399
HTTP Error 403: 403,0.010399
'latin-1' codec can't encode character '\u200b' in position 4: ordinal not in range(256),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.hccs.edu%2Fpreview_program.php%3Fcatoid%3D7%26poid%3D3667&t=I just discovered 'Computer Science, A.S.' at Houston Community College"" (found at least ' ')",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.hccs.edu%2Fpreview_program.php%3Fcatoid%3D7%26poid%3D3667&t=Check out this program at Houston Community College' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/2024-25 Full PDF for Web.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xbc in position 15: invalid start byte,0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.mohave.edu%2Fpreview_program.php%3Fcatoid%3D4%26poid%3D345&t=I just discovered 'Computer Science, AS' at Mohave Community College"" (found at least ' ')",0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.acalog.com'. (_ssl.c:1129)",0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.becambridge.com'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0x84 in position 1: invalid start byte,0.010399
URL can't contain control characters. '/pdf/NCF Graduate Catalog 2023-2024.pdf' (found at least ' '),0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|gl&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|fr&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|fi&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|tl&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|et&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|eo&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|nl&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|da&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|cs&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|hr&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|co&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|zh-TW&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|zh-CN&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ny&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ceb&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ca&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|my&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|bg&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|bs&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|bn&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|be&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|eu&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|az&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|hy&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ar&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|am&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sq&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ka&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|de&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|el&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|jw&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|mk&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|lb&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|lt&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|lv&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|la&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|lo&hl=en&anno=0&ie=UTF8',0.010399
'utf-8' codec can't decode byte 0xf4 in position 1: invalid continuation byte,0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ku&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ko&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|km&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|kk&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|kn&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ja&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|gu&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|it&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ga&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|id&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ig&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|is&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|hu&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|hmn&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|hi&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|iw&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|haw&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ha&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ht&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|af&hl=en&anno=0&ie=UTF8',0.010399
URL can't contain control characters. '/tel:(334) 395-8800' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(866) 242-2117' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/MPCC 2024-2025 PDF.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Spring/2014/Sp-14 Course Schedule 01-08-2014.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Fall/2014/Fall 2014 Course Schedule 08-16-2014.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Spring/2015/sp15_course_01-07-2015.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Summer/2015/Summer 2015 Updated 4-6-15.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Fall/2015/Fall 2015 Course Schedule 08-16-2015.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Spring/2016/Spring 2016 Course Schedule revision 2.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/FA16.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.clevelandstatecc.edu%2Fpreview_program.php%3Fcatoid%3D21%26poid%3D2718&t=Check out this program at Cleveland State Community College' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.clevelandstatecc.edu%2Fpreview_program.php%3Fcatoid%3D21%26poid%3D2718&t=I just discovered 'Pre-Computer Science Emphasis: University Parallel, A.S.' at Cleveland State Community College"" (found at least ' ')",0.010399
'utf-8' codec can't decode byte 0x92 in position 16515: invalid start byte,0.010399
"URL can't contain control characters. ""/pdf/D'Youville University 2023-2024 Catalog.pdf"" (found at least ' ')",0.010399
URL can't contain control characters. '/telto:1-877-272-ARCADIA (1-877-272-2342)' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/MSU Billings City College Catalog 2024-2025.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Summer/SU13 Course List.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/MSU Billings Graduate Catalog 2024-2025.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/MSU Billings Undergraduate Catalog 2024-2025.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/javascript: void(0);' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.templejc.edu%2Fpreview_program.php%3Fcatoid%3D17%26poid%3D835&t=I just discovered 'Computer Science - Associate of Science' at Temple College"" (found at least ' ')",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.templejc.edu%2Fpreview_program.php%3Fcatoid%3D17%26poid%3D835&t=Check out this program at Temple College' (found at least ' '),0.010399
URL can't contain control characters. '/?subject=[WWW Feedback] Page Visited: /academics/Pages/BS-in-Computer-Science.aspx' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.gbc.edu%2Fcontent.php%3Fcatoid%3D43%26navoid%3D3240&t=I am looking at the Undergraduate Courses page at Goldey-Beacom College' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.gbc.edu%2Fcontent.php%3Fcatoid%3D43%26navoid%3D3240&t=Check out this page at GoldeyBeacom College' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'alumnae.alverno.edu'. (_ssl.c:1129)",0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.ccv.edu%2Fpreview_course_nopop.php%3Fcatoid%3D14%26coid%3D12550&t=I just discovered 'Introduction to Computer Science' at Community College of Vermont"" (found at least ' ')",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.ccv.edu%2Fpreview_course_nopop.php%3Fcatoid%3D14%26coid%3D12550&t=Check out this course at Community College of Vermont' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/NCF Undergraduate Catalog 2023-2024.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Fall/fall2013/07-09-2013 Fall 2013 Course Listing.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/SP13.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/Portals/0/Student Services/Course Information/NSL-P flyer (rev. Aug 2023).pdf?ver=30bKwO0bZBO7RLRLdoZ92A%3d%3d' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.okbu.edu%2Fpreview_program.php%3Fcatoid%3D3%26poid%3D586&t=I just discovered 'Computer Science, BS' at Oklahoma Baptist University Academic Deans"" (found at least ' ')",0.010399
URL can't contain control characters. '/Portals/0/Student Services/Course Information/APCC Enrollment Flyer (rev. Aug 2023).pdf?ver=_p3bJNwKt4Hc7wuMknCTQw%3d%3d' (found at least ' '),0.010399
nonnumeric port: '//www.office.com/v2/OfficeHome.All&response_mode=form_post&nonce=637830467677390788.MzE3ODEwMzUtMzU4Mi00YjJiLWJiNGItODc4ZmM5M2JiNzkxMTFmNjQ0MWEtOTljYy00OTA3LWJmNzMtY2NmY2RmN2Q1YjRi&ui_locales=en-US&mkt=en-US&client-request-id=d44c8165-cea3-412e-9890-7c7a9a9e2968&state=ZpJaAcc76CF9Jh6-lQA4-Dfx57CW4GSsuJLQ88VDsr_Z7eMuZ3F3eajdJRuFPPFtKiRWx5V6LZXxTgo4DuAhRst_Xam8WCs248uFcCHkGgiW4RnWGZZsDH5F9pz_NZsex2c9o4k6ja7jMA0Ho2aR5Mkjl0dqTHXmAPyf1rHl_I6eqpOebeQuCGWU7JACoXDZsiC6e-CUyv1zaxAPcykagC_JD-2khoSTxqjrrz8EUTr_bdRdkUJRcNaswg_RDie_wUobqItkugp9vF14mr8N_w&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.12.1.0',0.010399
URL can't contain control characters. 'www.[Yesterday 3:17 PM] Sara Huson lifepacific.edu' (found at least ' '),0.010399
URL can't contain control characters. '/../../spelman-messenger/Spelman Messenger.html' (found at least ' '),0.010399
URL can't contain control characters. '/mailto:marketing@missioncollege.edu?subject=Website Issue' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'library.strose.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/catalog/files/documents/2023-2024 Catalog FINAL3.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/tel: (208) 496-1411' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xff in position 162: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xff in position 159: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xed in position 10: invalid continuation byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.okbu.edu%2Fpreview_program.php%3Fcatoid%3D3%26poid%3D586&t=Check out this program at Oklahoma Baptist University Academic Deans' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa6 in position 10: invalid start byte,0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/FA12.pdf' (found at least ' '),0.010399
HTTP Error 410: Not Found,0.010399
'utf-8' codec can't decode byte 0xaa in position 14: invalid start byte,0.010399
URL can't contain control characters. '/pdf/2023-2024 University of Missouri - St. Louis Bulletin.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa9 in position 354: invalid start byte,0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/FA09.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/SP10.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/SU10.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/FA10.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/SP11.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/FA11.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/SP12.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/downloads/registrar/course list/Past/SU12.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/cc/forms/NOTICE ABOUT TAX RATES 2023.pdf' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'global.limestone.edu'. (_ssl.c:1129)",0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.bulletin.uga.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/Gen. Studies Comp. Sci.Spec. AA&S.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Financial Matters(2).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/SGSC Academic Calendar Spr 2014 through Sum 2015.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/The College_2013_2014_Feb24_15.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(340) 778-1620' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(340) 776-9200' (found at least ' '),0.010399
URL can't contain control characters. '/ /registration/apply-and-register' (found at least ' '),0.010399
URL can't contain control characters. '/ /student-resources/class-schedule' (found at least ' '),0.010399
URL can't contain control characters. '/ /depts/outreach/request-more-information' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.wou.edu%2Fpreview_program.php%3Fcatoid%3D5%26poid%3D1361&t=Check out this program at Western Oregon University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.wou.edu%2Fpreview_program.php%3Fcatoid%3D5%26poid%3D1361&t=I just discovered 'Computer Science, B.A.S./B.S.' at Western Oregon University"" (found at least ' ')",0.010399
URL can't contain control characters. '/pdf/St Olaf Catalog 2023-2024.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/search/?cof=FORID%3A11&cx=010679160022105370014%3Ainpgo1kqbpe&q=Financial Aid' (found at least ' '),0.010399
URL can't contain control characters. '/search/?cof=FORID%3A11&cx=010679160022105370014%3Ainpgo1kqbpe&q=HTC Center' (found at least ' '),0.010399
URL can't contain control characters. '/search/?cof=FORID%3A11&cx=010679160022105370014%3Ainpgo1kqbpe&q=Health Services' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Information Regulations and Rules_2014_Final__February_24_2015(4).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Core and Program Information_March_6_15.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Financial Matters(3).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Entering The College_Feb25(5).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Campus Life(2).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/SGSC Academic Calendar Spr 2014 through Sum 2015(1).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/The College_2014-2015_1_15_Feb24(3).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Information Regulations and Rules_OCT_17_2016 (4).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Core and Program Information_JUL_10_2016 (1) (1).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Financial Matters(4).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Entering The College_2015-17(1).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Campus Life_Aug_16_16.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Calendar 2015-2016_Rev 3-22-2015.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Core and Program Information(2).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Information Regulations and Rules_2014_Final_May_2014.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Course Descriptions_2013_Feb_2014.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/Computer Science AS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/IT Software Design CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/IT Network CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/IT Foundations CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/Cybersecurity and Networking Foundations-II CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/Cybersecurity and Networking Foundations- I CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/Cyber Security CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/IT Network Technical Support Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/IT Full Stack Developer App Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/IT Cyber Security Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/Information Technology Cloud Computing Specialization AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/Information Tech AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/Engineering Comp. Sci. Spec. AA&S.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/IT Software Design CSC.pdf' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.una.bkstr.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/IT Network CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/IT Foundations CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/Cybersecurity and Networking Foundations-II CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/Cybersecurity and Networking Foundations- I CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/23-24/Cyber Security CSC.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xfb in position 17: invalid start byte,0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.michaelwehar.com'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0xea in position 4: invalid continuation byte,0.010399
'ascii' codec can't encode character '\xa0' in position 21: ordinal not in range(128),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Information_Regulations_and_Rules_2012_2013_January(1).pdf' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.seattlecolleges.com'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0xa9 in position 6082: invalid start byte,0.010399
URL can't contain control characters. '/content/userfiles/files/The College_2015-16.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/General Academic Information 2015-17(1).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Core and Program Information 2015-17(3).pdf' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 285' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 470' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 403' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 492' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=MATH 237' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=GES 255' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=MATH 359' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 438' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 428' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 140' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 104' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=ECE 383' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 300' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 340' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 416' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 301' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 223' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 202' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 302' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=MATH 355' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 201' (found at least ' '),0.010399
